title,company,postion,from,skill,link,salay,requirements
Full stack developer [PHP - Laravel],Confidential ,"New Cairo, Cairo, Egypt",2 months ago,Experienced · 5+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Software Development · Information Technology (IT) · Software Engineering · PHP · Python · Software,https://wuzzuf.net/jobs/p/dFoQWrZ8gGnO-Full-stack-developer-PHP---Laravel-Cairo-Egypt?o=67&l=sp&t=sj&a=python|search-v3|navbl,,
Senior Backend Developer,Melior for Information Technology ,"Cairo, Egypt",2 months ago,Experienced · 4 - 7 Yrs of Exp · IT/Software Development · Python · Computer Science · Software,https://wuzzuf.net/jobs/p/SZdKodoWyAai-Senior-Backend-Developer-Melior-for-Information-Technology-Cairo-Egypt?o=68&l=sp&t=sj&a=python|search-v3|navbl,,
Django,Cyparta ,"6th of October, Giza, Egypt",2 months ago,Entry Level · 1 - 3 Yrs of Exp · IT/Software Development · Computer Science · Django · Python · Information Technology (IT),https://wuzzuf.net/jobs/p/A9KBrl8BGqST-Django-Cyparta-Giza-Egypt?o=69&l=sp&t=sj&a=python|search-v3|navbl,,
Odoo developer,Thaka International ,"Badr City, Cairo, Egypt",2 months ago,Experienced · 2 - 4 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Mechanical/Electrical · Odoo Development · Software Engineering · Information Technology (IT) · Programming · HTML · jQuery · PostgreSQL,https://wuzzuf.net/jobs/p/m3lsVFWGIxqL-Odoo-developer-Thaka-International-Cairo-Egypt?o=70&l=sp&t=sj&a=python|search-v3|navbl,,
Odoo Developer,Confidential ,"Heliopolis, Cairo, Egypt",2 months ago,Senior Management · 4 - 8 Yrs of Exp · IT/Software Development · Odoo · HTML · JavaScript · Python · XML · PostgreSQL · Odoo Development,https://wuzzuf.net/jobs/p/lv1hWmxAZdbi-Odoo-Developer-Cairo-Egypt?o=71&l=sp&t=sj&a=python|search-v3|navbl,,
Full Stack Magento Developer,Azza Fahmy Jewellery ,"Zamalek, Cairo, Egypt",2 months ago,Experienced · 3 - 5 Yrs of Exp · IT/Software Development · Computer Science · Information Technology (IT) · Java · PHP · Magento · Python · HTML,https://wuzzuf.net/jobs/p/5BSdJy2Ll6jR-Full-Stack-Magento-Developer-Azza-Fahmy-Jewellery-Cairo-Egypt?o=72&l=sp&t=sj&a=python|search-v3|navbl,,
Backend Developer,Nahdet Misr Publishing Group ,"Mohandessin, Giza, Egypt",2 months ago,Entry Level · 1 - 2 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Engineering - Other · backend · API · Computer Science · Information Technology (IT) · Java · Programming · Python,https://wuzzuf.net/jobs/p/itPEzxhy5VCD-Backend-Developer-Nahdet-Misr-Publishing-Group-Giza-Egypt?o=73&l=sp&t=sj&a=python|search-v3|navbl,,
PHP Lead,LINK Development ,"Maadi, Cairo, Egypt",2 months ago,Manager · 5 - 15 Yrs of Exp · IT/Software Development · Operations/Management · Engineering - Telecom/Technology · PHP · Computer Science · Information Technology (IT) · Software Development · Engineering · Laravel · Drupal,https://wuzzuf.net/jobs/p/Ppcjqcdpi4au-PHP-Lead-LINK-Development-Cairo-Egypt?o=74&l=sp&t=sj&a=python|search-v3|navbl,,
Telecom Engineer,OpenCode ,"Maadi, Cairo, Egypt",2 months ago,Experienced · 3+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · SMPP · INAP · HLR · Perl · PHP · Python · SS7 · Sigtran,https://wuzzuf.net/jobs/p/DLu9nypRdhSX-Telecom-Engineer-OpenCode-Cairo-Egypt?o=75&l=sp&t=sj&a=python|search-v3|navbl,,
senior Odoo Developer,Confidential ,"Cairo, Egypt",14 days ago,Experienced · 5 - 10 Yrs of Exp · males_only · Accounting/Finance · IT/Software Development · Engineering - Telecom/Technology · Computer Science · ERP · Engineering · Software Development · Odoo · Programming,https://wuzzuf.net/jobs/p/eyvvLoNva4A9-senior-Odoo-Developer-Cairo-Egypt?o=76&l=sp&t=sj&a=python|search-v3|navbl,,
Senior Odoo Developer,National Technology ,"Nasr City, Cairo, Egypt",1 day ago,Experienced · 3 - 5 Yrs of Exp · Business Development · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Design · Engineering · Frameworks · Information Technology (IT) · Java · Java EE,https://wuzzuf.net/jobs/p/O2X7RvmL58cM-Senior-Odoo-Developer-National-Technology-Cairo-Egypt?o=77&l=sp&t=sj&a=python|search-v3|navbl,,
Coding Teacher,More Ideas LLC ,"Alexandria, Egypt",13 hours ago,Entry Level · 1 - 15 Yrs of Exp · Education/Teaching · teacher · Coding · Teaching,https://wuzzuf.net/jobs/p/SxIUZNpG0daN-Coding-Teacher-More-Ideas-LLC-Alexandria-Egypt?o=78&l=sp&t=sj&a=python|search-v3|navbl,,
Security Software Developer - ELK,Orange Business ,"Nasr City, Cairo, Egypt",14 days ago,Experienced · 2 - 8 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Ansible · Gitlab · ci/cd · Docker · docker hub · Linux · elk · Elasticsearch,https://wuzzuf.net/jobs/p/YA3VQbscUyfv-Security-Software-Developer---ELK-Orange-Business-Cairo-Egypt?o=79&l=sp&t=sj&a=python|search-v3|navbl,,
Senior User Acceptance Tester - Cairo,Etisalat Egypt ,"Maadi, Cairo, Egypt",11 hours ago,Experienced · 2+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Accounting · Analyst · Computer Science · Information Technology (IT) · Analysis · Software · Certified Software Tester · Certified Tester Foundation Level,https://wuzzuf.net/jobs/p/dvHQbghsrcOm-Senior-User-Acceptance-Tester---Cairo-Etisalat-Egypt-Cairo-Egypt?o=80&l=sp&t=sj&a=python|search-v3|navbl,,
Full Stack Developer,appcorp ,"Heliopolis, Cairo, Egypt",1 day ago,Entry Level · Creative/Design/Art · IT/Software Development · Engineering - Telecom/Technology · Angular · Full Stack · Information Technology (IT) · Java · React · Software Development · JavaScript,https://wuzzuf.net/internship/BVmvftoFNMmi-Full-Stack-Developer-appcorp-Cairo-Egypt?o=81&l=sp&t=sj&a=python|search-v3|navbl,,
Autonomous Systems team lead,Confidential ,"Giza, Egypt",2 days ago,Manager · 4 - 7 Yrs of Exp · IT/Software Development · Computer Engineering · Computer Science · Software Development · Information Technology (IT) · Science · Software · HTML · Git,https://wuzzuf.net/jobs/p/fmvuSJjYR2nh-Autonomous-Systems-team-lead-Giza-Egypt?o=82&l=sp&t=sj&a=python|search-v3|navbl,,
MERN Stack Developer,Confidential ,"Cairo, Egypt",4 days ago,Experienced · 5 - 9 Yrs of Exp · IT/Software Development · React Native · Node.js · MongoDB · Amazon AWS,https://wuzzuf.net/jobs/p/JHbXpKhQx6vz-MERN-Stack-Developer-Cairo-Egypt?o=83&l=sp&t=sj&a=python|search-v3|navbl,,
IT Technical Support (Work Will Be Allocated In Africa) 23002,Confidential ,"Cairo, Egypt",5 days ago,Experienced · 5 - 15 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · Computer Hardware · Installation · Networks · Hardware · LAN · WAN,https://wuzzuf.net/jobs/p/WvoquW2GqCZ8-IT-Technical-Support-Work-Will-Be-Allocated-In-Africa-23002-Cairo-Egypt?o=84&l=sp&t=sj&a=python|search-v3|navbl,,
Senior Business Intelligence Developer,FlairsTech ,"Maadi, Cairo, Egypt",7 days ago,Experienced · 4 - 6 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · BI · Software Development · Analysis · Data Analysis · Software Engineering · Computer Science · English · Tableau,https://wuzzuf.net/jobs/p/L98KnaBTgk62-Senior-Business-Intelligence-Developer-FlairsTech-Cairo-Egypt?o=85&l=sp&t=sj&a=python|search-v3|navbl,,
Senior Network Infrastructure Engineer,Mantrac ,"10th of Ramadan City, Cairo, Egypt",8 days ago,Experienced · 10 - 12 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · Networking · Engineering · Computer Science · Computer Engineering · WAN · TCP · TCP/IP,https://wuzzuf.net/jobs/p/BIk35OWAf4Sl-Senior-Network-Infrastructure-Engineer-Mantrac-Cairo-Egypt?o=86&l=sp&t=sj&a=python|search-v3|navbl,,
Senior QC engineer,Ultimus ,"New Cairo, Cairo, Egypt",9 days ago,Experienced · 4 - 6 Yrs of Exp · IT/Software Development · Computer Science · Information Technology (IT) · QA,https://wuzzuf.net/jobs/p/ByrCnpUZx9Mh-Senior-QC-engineer-Ultimus-Cairo-Egypt?o=87&l=sp&t=sj&a=python|search-v3|navbl,,
Senior Backend Developer,Nahdet Misr Publishing Group ,"Mohandessin, Giza, Egypt",13 days ago,Experienced · 5 - 7 Yrs of Exp · IT/Software Development · Engineering - Other · Backend developer · backend · Computer Science · Information Technology (IT) · developer · senior · Software Development · Software Engineering,https://wuzzuf.net/jobs/p/RauyavZgth5k-Senior-Backend-Developer-Nahdet-Misr-Publishing-Group-Giza-Egypt?o=88&l=sp&t=sj&a=python|search-v3|navbl,,
Sr. Quality Assurance Analyst,Salem Ventures ,"New Cairo, Cairo, Egypt",13 days ago,Experienced · 5 - 8 Yrs of Exp · IT/Software Development · Quality · Engineering - Telecom/Technology · Computer Science · QA · Quality Assurance · Quality Control · Science · Selenium · Software Development,https://wuzzuf.net/jobs/p/KGh10yYfeyb3-Sr-Quality-Assurance-Analyst-Salem-Ventures-Cairo-Egypt?o=89&l=sp&t=sj&a=python|search-v3|navbl,,
Senior Data Management Engineer,Ejada  ,"Cairo, Egypt",14 days ago,Experienced · 5+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · data engineer,https://wuzzuf.net/jobs/p/hBvUbhBkorHH-Senior-Data-Management-Engineer-Ejada-Cairo-Egypt?o=90&l=sp&t=sj&a=python|search-v3|navbl,,
Cloud Cybersecurity Supervisor,Ejada  ,"Jeddah, Saudi Arabia",14 days ago,Experienced · 5 - 7 Yrs of Exp · Banking · IT/Software Development · Cloud · Computer Science,https://wuzzuf.net/jobs/p/QnGt0YpHRcEe-Cloud-Cybersecurity-Supervisor-Ejada-Jeddah-Saudi-Arabia?o=91&l=sp&t=sj&a=python|search-v3|navbl,,
Data Management Engineer,Ejada  ,"Cairo, Egypt",14 days ago,Entry Level · 3 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Data Engineering,https://wuzzuf.net/jobs/p/dQBEtUvciP43-Data-Management-Engineer-Ejada-Cairo-Egypt?o=92&l=sp&t=sj&a=python|search-v3|navbl,,
Linux System Administrator,Fixed Solutions ,"Sheraton, Cairo, Egypt",15 days ago,Experienced · 2 - 4 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Administration · CCNA · Computer Engineering · Computer Science · Engineering · Information Technology (IT) · Linux · Network Administration,https://wuzzuf.net/jobs/p/84n8dWlJkDAb-Linux-System-Administrator-Fixed-Solutions-Cairo-Egypt?o=93&l=sp&t=sj&a=python|search-v3|navbl,,
Programming / Computer Science Instructor for Students,Edu-Zone ,"Cairo, Egypt",16 days ago,Entry Level · 1 - 3 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Education/Teaching · Software Development · Software Engineering · Java Software Development · Android Software · Computer Science · Computer Engineering · Computer Systems,https://wuzzuf.net/jobs/p/YvS1aCLX9iDM-Programming-Computer-Science-Instructor-for-Students-Edu-Zone-Cairo-Egypt?o=94&l=sp&t=sj&a=python|search-v3|navbl,,
PHP Technical Lead,LINK Development ,"Maadi, Cairo, Egypt",16 days ago,Manager · 6 - 10 Yrs of Exp · IT/Software Development · PHP · Laravel Framework · Apache · Docker · JavaScript · SQL,https://wuzzuf.net/jobs/p/HfIMVzzQ4tco-PHP-Technical-Lead-LINK-Development-Cairo-Egypt?o=95&l=sp&t=sj&a=python|search-v3|navbl,,
Senior Data Analyst,Fawry for Banking Technology and Electronic Payments S.A.E ,"Smart Village, Giza, Egypt",21 days ago,Experienced · 2 - 5 Yrs of Exp · Business Development · Analyst/Research · Analysis · analytical · Analyst · Business Intelligence · business · Data · Data Analysis · Information Technology (IT),https://wuzzuf.net/jobs/p/YI5pC9RYrl9S-Senior-Data-Analyst-Fawry-for-Banking-Technology-and-Electronic-Payments-S-A-E-Giza-Egypt?o=96&l=sp&t=sj&a=python|search-v3|navbl,,
PHP Web Developer,(MSA) October University ,"6th of October, Giza, Egypt",21 days ago,Experienced · 4 - 6 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Engineering · Computer Science · HTML5 · JavaScript · CSS3 · Web Development · PHP · Laravel,https://wuzzuf.net/jobs/p/CcVsSItRGVIh-PHP-Web-Developer-MSA-October-University-Giza-Egypt?o=97&l=sp&t=sj&a=python|search-v3|navbl,,
Senior Full-stack Software Engineer (Ionic / .Netcore ),Confidential ,"New Cairo, Cairo, Egypt",22 days ago,Experienced · 3 - 5 Yrs of Exp · IT/Software Development · Project/Program Management · Sports and Leisure · Full Stack · Ionic · .netcore,https://wuzzuf.net/jobs/p/wbv4XDrDVQA4-Senior-Full-stack-Software-Engineer-Ionic-Netcore-Cairo-Egypt?o=98&l=sp&t=sj&a=python|search-v3|navbl,,
SOC Analyst Tier1,Confidential ,"Nasr City, Cairo, Egypt",27 days ago,Experienced · 1 - 2 Yrs of Exp · IT/Software Development · Linux · SIEM · Information Technology (IT) · Technical Analysis,https://wuzzuf.net/jobs/p/blqbKeydPYzX-SOC-Analyst-Tier1-Cairo-Egypt?o=99&l=sp&t=sj&a=python|search-v3|navbl,,
Odoo Developer,Parkville Pharmaceuticals ,"Mohandessin, Giza, Egypt",30 days ago,Experienced · 3 - 5 Yrs of Exp · IT/Software Development · Information Technology (IT) · Odoo,https://wuzzuf.net/jobs/p/8VFg05Qx2EBK-Odoo-Developer-Parkville-Pharmaceuticals-Giza-Egypt?o=100&l=sp&t=sj&a=python|search-v3|navbl,,
Support Engineer,Ejada  ,"Cairo, Egypt",30 days ago,Entry Level · 2 - 5 Yrs of Exp · IT/Software Development · Linux · Networking · SQL · Information Technology (IT),https://wuzzuf.net/jobs/p/OSh30wqH9wG1-Support-Engineer-Ejada-Cairo-Egypt?o=101&l=sp&t=sj&a=python|search-v3|navbl,,
Senior Dot Net (Full Stack Developer) - Multinational,Pillars ,"Cairo, Egypt",14 days ago,Experienced · 5+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Full Stack · Angular · Computer Science · Software Development · HTML · Information Technology (IT) · JavaScript · MySQL,https://wuzzuf.net/jobs/p/HNqa5A4HB1gY-Senior-Dot-Net-Full-Stack-Developer---Multinational-Pillars-Cairo-Egypt?o=102&l=sp&t=sj&a=python|search-v3|navbl,,
Apigee API developer,Ejada  ,"Hadayek Alkobba, Cairo, Egypt",1 month ago,Experienced · 1 - 3 Yrs of Exp · IT/Software Development · Computer Engineering · APIs,https://wuzzuf.net/jobs/p/8FDbovOw9NxM-Apigee-API-developer-Ejada-Cairo-Egypt?o=103&l=sp&t=sj&a=python|search-v3|navbl,,
Senior BI Developer,FlairsTech ,"Maadi, Cairo, Egypt",1 month ago,Experienced · 4 - 6 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · BI · Software Development · Analysis · Data Analysis · Software Engineering · Computer Science · English · Tableau,https://wuzzuf.net/jobs/p/TVvDIpikLcvd-Senior-BI-Developer-FlairsTech-Cairo-Egypt?o=104&l=sp&t=sj&a=python|search-v3|navbl,,
System Administrator,RDI ,"Dokki, Giza, Egypt",23 days ago,Experienced · 2+ Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Network Administration · Information Technology (IT) · Networking · Linux · CCNA · CCNP · System Administration,https://wuzzuf.net/jobs/p/LLi8tQxrgcMc-System-Administrator-RDI-Giza-Egypt?o=105&l=sp&t=sj&a=python|search-v3|navbl,,
Senior Software Engineer,Emirates Airline ,"Dubai, United Arab Emirates",1 month ago,Experienced · 5+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · C# · Java · Software · Software Development · Software Engineering · SQL · Agile · Computer Engineering,https://wuzzuf.net/jobs/p/xOrdCxb22Lrk-Senior-Software-Engineer-Emirates-Airline-Dubai-United-Arab-Emirates?o=106&l=sp&t=sj&a=python|search-v3|navbl,,
Senior Data Modeler,BBI-Consultancy ,"Cairo, Egypt",1 month ago,Experienced · 4 - 7 Yrs of Exp · IT/Software Development · analytical · Computer Science · Data · Data Mining · Database · Information Technology (IT) · SQL · Data Modeling · Data Modeler,https://wuzzuf.net/jobs/p/MSfNAjuV95Yw-Senior-Data-Modeler-BBI-Consultancy-Cairo-Egypt?o=107&l=sp&t=sj&a=python|search-v3|navbl,,
Full Stack Developer,SEOS7 ,"Giza, Egypt",1 month ago,Experienced · 4 - 7 Yrs of Exp · IT/Software Development · JavaScript · CSS · HTML · MySQL · Software Development,https://wuzzuf.net/jobs/p/wb04mpm7LdQw-Full-Stack-Developer-SEOS7-Giza-Egypt?o=108&l=sp&t=sj&a=python|search-v3|navbl,,
Android Developer (E73F994A),Confidential ,"New Cairo, Cairo, Egypt",2 months ago,Entry Level · 1+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Android · Android SDK · Kotlin · Java · Git · Software Development · OO Programming · Software Engineering,https://wuzzuf.net/jobs/p/ZI4iDXWarg46-Android-Developer-E73F994A-Cairo-Egypt?o=109&l=sp&t=sj&a=python|search-v3|navbl,,
Full-Stack developer (Laravel),Viteeka Tech and Electronics ,"Haram, Giza, Egypt",2 months ago,Experienced · 0 - 10 Yrs of Exp · IT/Software Development · CSS · Computer Science · HTML · Information Technology (IT) · MongoDB · MySQL · Software Development · API · PHP,https://wuzzuf.net/jobs/p/hj75jGZZgFyu-Full-Stack-developer-Laravel-Viteeka-Tech-and-Electronics-Giza-Egypt?o=110&l=sp&t=sj&a=python|search-v3|navbl,,
Coding Teacher,More Ideas General Trading LLC ,"Dubai, United Arab Emirates",2 months ago,Entry Level · 0 - 1 Yrs of Exp · Education/Teaching · Teaching · Coaching · Mentoring,https://wuzzuf.net/jobs/p/UJB54cEjSIuN-Coding-Teacher-Tasfiya-Shaikh-Dubai-United-Arab-Emirates?o=111&l=sp&t=sj&a=python|search-v3|navbl,,
"Infrastructure Engineer, Fintech",Optasia ,"Downtown, Cairo, Egypt",2 months ago,Experienced · 3 - 7 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Information Technology (IT) · Infrastructure · Networking · Software · Cloud,https://wuzzuf.net/jobs/p/LMaNalvZtRbR-Infrastructure-Engineer-Fintech-Optasia-Cairo-Egypt?o=112&l=sp&t=sj&a=python|search-v3|navbl,,
PHP/WordPress Developer - 8+ years experience - English Speaker,9H Capital  ,"Cairo, Egypt",2 months ago,Experienced · 8 - 12 Yrs of Exp · IT/Software Development · PHP · WordPress · Git · Bitbucket · MySQL · HTML5 · Sass · Laravel · Web Design,https://wuzzuf.net/jobs/p/FODrCYKB3zuw-PHPWordPress-Developer---8-years-experience---English-Speaker-9H-Capital-Cairo-Egypt?o=113&l=sp&t=sj&a=python|search-v3|navbl,,
ASIC Verification Engineer,Cisco ,"Cairo, Egypt",1 month ago,Experienced · 2 - 7 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Engineering - Other · ASIC · Verification · Verilog,https://wuzzuf.net/jobs/p/7SMpjvY8LUls-ASIC-Verification-Engineer-Cisco-Cairo-Egypt?o=114&l=sp&t=sj&a=python|search-v3|navbl,,
Systems Business Consultant-Primavera Unifier,Confidential ,"New Cairo, Cairo, Egypt",2 months ago,Experienced · 1 - 5 Yrs of Exp · IT/Software Development · Analyst/Research · Engineering - Telecom/Technology · Business Consultant · Information Technology (IT) · Consultant · Construction,https://wuzzuf.net/jobs/p/KuyQcr0DkOpi-Systems-Business-Consultant-Primavera-Unifier-Cairo-Egypt?o=115&l=sp&t=sj&a=python|search-v3|navbl,,
Robotics Engineer Instructor (For Kids),Edu-Zone ,"Cairo, Egypt",2 months ago,Entry Level · 0 - 3 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Training/Instructor · Teaching · Education · STEAM · Computer Skills · Astronomy · Science · Physics,https://wuzzuf.net/jobs/p/cTgqAci0FSBI-Robotics-Engineer-Instructor-For-Kids-Edu-Zone-Cairo-Egypt?o=116&l=sp&t=sj&a=python|search-v3|navbl,,
Senior .Net Developer (.Net | Microservice | React Native),FlairsTech ,"Cairo, Egypt",2 months ago,Experienced · 5 - 8 Yrs of Exp · IT/Software Development · AWS · APIs · .Net · react native,https://wuzzuf.net/jobs/p/Lz2bpsObrMgn-Senior-Net-Developer-Net-Microservice-React-Native-FlairsTech-Cairo-Egypt?o=117&l=sp&t=sj&a=python|search-v3|navbl,,
Senior JavaScript Mobile engineer (Angular/Cordova)- Remote,GetTechForce.com ,"Cairo, Egypt",2 months ago,Experienced · 3+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · JavaScript · React · Frontend · Software Development · Js · React.js · Agile · Angular,https://wuzzuf.net/jobs/p/3vVNGlwwPAM5-Senior-JavaScript-Mobile-engineer-AngularCordova--Remote-GetTechForce-com-Cairo-Egypt?o=118&l=sp&t=sj&a=python|search-v3|navbl,,
Odoo Developer,Perfect Presentation ,"6th of October, Giza, Egypt",2 months ago,Experienced · 5 - 7 Yrs of Exp · IT/Software Development · Odoo · Information Technology (IT) · Computer Science,https://wuzzuf.net/jobs/p/GnzXODKcturu-Odoo-Developer-Perfect-Presentation-Giza-Egypt?o=119&l=sp&t=sj&a=python|search-v3|navbl,,
Odoo Functional Consultant & Project Manager,Quick Services ,"Maadi, Cairo, Egypt",2 months ago,Manager · 4 - 9 Yrs of Exp · IT/Software Development · Project/Program Management · Strategy/Consulting · Odoo functional consultant · Odoo functional · Project Management · Functional · ERP,https://wuzzuf.net/jobs/p/ZxFbkOCchob9-Odoo-Functional-Consultant-Project-Manager-Quick-Services-Cairo-Egypt?o=120&l=sp&t=sj&a=python|search-v3|navbl,,
